1,0.192540943,0.315621199,0.163295946,0.438794876,0.438794876,0.163295946,0.267681573,0.372146429,0.267681573,0.026665566,0.372146429,0.337349398,0.163295946,0.372146429,0.438794876,0.117457302,0.138492965,0.372146429,0.315621199,0.192540943,0.002656337,0.138492965,0.267681573,0.267681573,0.037072015,0.372146429,0.163295946,0.438794876,0.438794876,0.315621199,0.099616741,0.008416218,0.315621199,0.138492965,6.01E-05,0.315621199,0.051539662,0.372146429,0.003132065,0.372146429,0.138492965,0.026665566,0.019180301,0.372146429,0.315621199,0.372146429,0.163295946,0.372146429,0.163295946,0.227023484,0.372146429,0.372146429,0.372146429,0.372146429,0.315621199,0.438794876,0.438794876,0.267681573,0.227023484,0.267681573,0.106060606,0.192540943,0.192540943,0.084485979,0.192540943,0.315621199,0.227023484,0.315621199,0.372146429,0.438794876,0.438794876,0.163295946,0.138492965,0.372146429,0.372146429,0.138694639,0.119238477,0.163295946,0.192540943,0.060770003,0.031441155,0.227023484,0.438794876,0.192540943,0.438794876,0.372146429,0.372146429,0.084485979,0.163295946,0.227023484,0.134615385,0.267681573,0.184210526,0.227023484,0.117457302,0.438794876,0.311111111,0.099616741,0.227023484
0.192540943,1,0.315621199,0.163295946,0.438794876,0.438794876,0.163295946,0.267681573,0.372146429,0.267681573,0.026665566,0.372146429,0.000264616,0.163295946,0.372146429,0.438794876,0.117457302,0.138492965,0.372146429,0.315621199,0.192540943,0.002656337,0.138492965,0.267681573,0.267681573,0.037072015,0.372146429,0.163295946,0.438794876,0.438794876,0.315621199,0.099616741,0.008416218,0.315621199,0.138492965,6.01E-05,0.315621199,0.051539662,0.372146429,0.003132065,0.372146429,0.138492965,0.026665566,0.019180301,0.372146429,0.315621199,0.372146429,0.163295946,0.372146429,0.163295946,0.227023484,0.372146429,0.372146429,0.372146429,0.372146429,0.315621199,0.438794876,0.438794876,0.267681573,0.227023484,0.267681573,0.163295946,0.192540943,0.192540943,0.084485979,0.192540943,0.315621199,0.227023484,0.315621199,0.372146429,0.438794876,0.438794876,0.163295946,0.138492965,0.372146429,0.372146429,0.060770003,0.117457302,0.163295946,0.192540943,0.060770003,0.031441155,0.227023484,0.438794876,0.192540943,0.438794876,0.372146429,0.372146429,0.084485979,0.163295946,0.227023484,0.084485979,0.267681573,0.117457302,0.227023484,0.117457302,0.438794876,0.372146429,0.099616741,0.227023484
0.315621199,0.315621199,1,0.267681573,0.719290988,0.719290988,0.267681573,0.438794876,0.610038056,0.438794876,0.043711316,0.610038056,0.000433769,0.267681573,0.610038056,0.719290988,0.192540943,0.227023484,0.610038056,0.517379525,0.315621199,0.004354379,0.227023484,0.438794876,0.438794876,0.060770003,0.610038056,0.267681573,0.719290988,0.719290988,0.517379525,0.163295946,0.013796218,0.517379525,0.227023484,9.85E-05,0.517379525,0.084485979,0.610038056,0.005134213,0.610038056,0.227023484,0.043711316,0.031441155,0.610038056,0.517379525,0.610038056,0.267681573,0.610038056,0.267681573,0.372146429,0.610038056,0.610038056,0.610038056,0.610038056,0.517379525,0.719290988,0.719290988,0.438794876,0.372146429,0.438794876,0.267681573,0.315621199,0.315621199,0.138492965,0.315621199,0.517379525,0.372146429,0.517379525,0.610038056,0.719290988,0.719290988,0.267681573,0.227023484,0.610038056,0.610038056,0.099616741,0.192540943,0.267681573,0.315621199,0.099616741,0.051539662,0.372146429,0.719290988,0.315621199,0.719290988,0.610038056,0.610038056,0.138492965,0.267681573,0.372146429,0.138492965,0.438794876,0.192540943,0.372146429,0.192540943,0.719290988,0.610038056,0.163295946,0.372146429
0.163295946,0.163295946,0.267681573,1,0.879518072,0.372146429,0.138492965,0.227023484,0.315621199,0.337349398,0.126126126,0.315621199,0.168674699,0.138492965,0.315621199,0.372146429,0.113913751,0.117457302,0.337349398,0.191780822,0.113913751,0.118644068,0.117457302,0.227023484,0.227023484,0.031441155,0.315621199,0.138492965,0.372146429,0.372146429,0.120793788,0.134615385,0.007137881,0.267681573,0.117457302,0.144329897,0.267681573,0.252252252,0.252252252,0.288659794,0.315621199,0.117457302,0.405797101,0.237288136,0.315621199,0.267681573,0.315621199,0.138492965,0.315621199,0.368421053,0.192540943,0.315621199,0.315621199,0.315621199,0.191780822,0.267681573,0.372146429,0.372146429,0.168674699,0.192540943,0.155555556,0.138492965,0.163295946,0.163295946,0.071653424,0.163295946,0.267681573,0.192540943,0.267681573,0.315621199,0.372146429,0.372146429,0.138492965,0.120793788,0.315621199,0.315621199,0.051539662,0.280561122,0.138492965,0.144329897,0.051539662,0.026665566,0.192540943,0.372146429,0.163295946,0.372146429,0.315621199,0.131086142,0.071653424,0.138492965,0.192540943,0.071653424,0.227023484,0.099616741,0.192540943,0.099616741,0.372146429,0.155555556,0.084485979,0.192540943
0.438794876,0.438794876,0.719290988,0.879518072,1,1,0.372146429,0.610038056,0.848110245,0.311111111,0.118644068,0.848110245,0.155555556,0.372146429,0.848110245,1,0.107775212,0.315621199,0.311111111,0.183006536,0.107775212,0.112,0.315621199,0.610038056,0.610038056,0.084485979,0.848110245,0.372146429,1,1,0.113913751,0.126126126,0.019180301,0.719290988,0.315621199,0.134615385,0.719290988,0.237288136,0.237288136,0.269230769,0.848110245,0.315621199,0.368421053,0.224,0.848110245,0.719290988,0.848110245,0.372146429,0.848110245,0.337349398,0.517379525,0.848110245,0.848110245,0.848110245,0.183006536,0.719290988,1,1,0.155555556,0.517379525,0.144329897,0.372146429,0.438794876,0.438794876,0.192540943,0.438794876,0.719290988,0.517379525,0.719290988,0.848110245,1,1,0.372146429,0.113913751,0.848110245,0.848110245,0.138492965,0.262172285,0.372146429,0.134615385,0.138492965,0.071653424,0.517379525,1,0.438794876,1,0.848110245,0.123022847,0.192540943,0.372146429,0.517379525,0.192540943,0.610038056,0.267681573,0.517379525,0.267681573,1,0.144329897,0.227023484,0.517379525
0.438794876,0.438794876,0.719290988,0.372146429,1,1,0.372146429,0.610038056,0.848110245,0.610038056,0.060770003,0.848110245,0.000603051,0.372146429,0.848110245,1,0.267681573,0.315621199,0.848110245,0.719290988,0.438794876,0.00605371,0.315621199,0.610038056,0.610038056,0.084485979,0.848110245,0.372146429,1,1,0.719290988,0.227023484,0.019180301,0.719290988,0.315621199,0.000136907,0.719290988,0.117457302,0.848110245,0.007137881,0.848110245,0.315621199,0.060770003,0.043711316,0.848110245,0.719290988,0.848110245,0.372146429,0.848110245,0.372146429,0.517379525,0.848110245,0.848110245,0.848110245,0.848110245,0.719290988,1,1,0.610038056,0.517379525,0.337349398,0.372146429,0.438794876,0.438794876,0.192540943,0.438794876,0.719290988,0.517379525,0.719290988,0.848110245,1,1,0.372146429,0.257116621,0.848110245,0.848110245,0.138492965,0.267681573,0.372146429,0.438794876,0.138492965,0.071653424,0.517379525,1,0.438794876,1,0.848110245,0.848110245,0.257116621,0.372146429,0.517379525,0.192540943,0.301724138,0.267681573,0.517379525,0.267681573,1,0.848110245,0.227023484,0.517379525
0.163295946,0.163295946,0.267681573,0.138492965,0.372146429,0.372146429,1,0.227023484,0.315621199,0.227023484,0.02261534,0.315621199,0.000224423,0.138492965,0.315621199,0.372146429,0.099616741,0.117457302,0.315621199,0.267681573,0.163295946,0.003132065,0.117457302,0.227023484,0.227023484,0.031441155,0.315621199,0.138492965,0.372146429,0.372146429,0.267681573,0.084485979,0.007137881,0.267681573,0.117457302,7.08E-05,0.267681573,0.060770003,0.315621199,0.002656337,0.315621199,0.117457302,0.02261534,0.02261534,0.315621199,0.267681573,0.315621199,0.138492965,0.315621199,0.138492965,0.192540943,0.355932203,0.315621199,0.315621199,0.315621199,0.267681573,0.372146429,0.372146429,0.227023484,0.192540943,0.227023484,0.138492965,0.163295946,0.318181818,0.318449874,0.474576271,0.267681573,0.192540943,0.267681573,0.315621199,0.126126126,0.372146429,0.138492965,0.117457302,0.315621199,0.315621199,0.051539662,0.099616741,0.138492965,0.163295946,0.051539662,0.026665566,0.192540943,0.372146429,0.163295946,0.372146429,0.315621199,0.315621199,0.071653424,0.138492965,0.192540943,0.071653424,0.227023484,0.099616741,0.192540943,0.099616741,0.372146429,0.315621199,0.084485979,0.192540943
0.267681573,0.267681573,0.438794876,0.227023484,0.610038056,0.610038056,0.227023484,1,0.719290988,0.372146429,0.037072015,0.517379525,0.000367884,0.354166667,0.517379525,0.610038056,0.163295946,0.192540943,0.517379525,0.438794876,0.267681573,0.003692993,0.577319588,0.372146429,0.372146429,0.235888795,0.517379525,0.235888795,0.154355017,0.610038056,0.438794876,0.138492965,0.011700714,0.438794876,0.192540943,8.35E-05,0.438794876,0.071653424,0.517379525,0.004354379,0.254545455,0.192540943,0.037072015,0.026665566,0.517379525,0.451612903,0.147523709,0.227023484,0.517379525,0.227023484,0.315621199,0.269230769,0.517379525,0.517379525,0.517379525,0.438794876,0.610038056,0.610038056,0.372146429,0.315621199,0.372146429,0.227023484,0.267681573,0.355932203,0.117457302,0.267681573,0.368421053,0.315621199,0.438794876,0.517379525,0.610038056,0.610038056,0.227023484,0.192540943,0.517379525,0.517379525,0.084485979,0.163295946,0.227023484,0.267681573,0.084485979,0.043711316,0.284348865,0.610038056,0.267681573,0.610038056,0.517379525,0.517379525,0.117457302,0.227023484,0.315621199,0.117457302,0.372146429,0.163295946,0.315621199,0.337349398,0.610038056,0.517379525,0.138492965,0.315621199
0.372146429,0.372146429,0.610038056,0.315621199,0.848110245,0.848110245,0.315621199,0.719290988,1,0.517379525,0.051539662,0.719290988,0.000511454,0.315621199,0.719290988,0.848110245,0.227023484,0.267681573,0.719290988,0.610038056,0.372146429,0.005134213,0.267681573,0.517379525,0.517379525,0.071653424,0.719290988,0.315621199,0.848110245,0.848110245,0.610038056,0.192540943,0.01626701,0.610038056,0.267681573,0.000116112,0.610038056,0.099616741,0.719290988,0.00605371,0.719290988,0.267681573,0.051539662,0.037072015,0.719290988,0.610038056,0.719290988,0.315621199,0.719290988,0.315621199,0.438794876,0.719290988,0.719290988,0.719290988,0.719290988,0.610038056,0.848110245,0.848110245,0.517379525,0.438794876,0.517379525,0.315621199,0.372146429,0.372146429,0.163295946,0.372146429,0.610038056,0.438794876,0.610038056,0.719290988,0.848110245,0.848110245,0.315621199,0.267681573,0.719290988,0.719290988,0.117457302,0.227023484,0.315621199,0.372146429,0.117457302,0.060770003,0.438794876,0.848110245,0.372146429,0.848110245,0.719290988,0.719290988,0.163295946,0.315621199,0.438794876,0.163295946,0.517379525,0.227023484,0.438794876,0.227023484,0.848110245,0.719290988,0.192540943,0.438794876
0.267681573,0.267681573,0.438794876,0.337349398,0.311111111,0.610038056,0.227023484,0.372146429,0.517379525,1,0.118644068,0.517379525,0.155555556,0.227023484,0.517379525,0.610038056,0.107775212,0.192540943,0.622222222,0.366013072,0.107775212,0.112,0.192540943,0.372146429,0.372146429,0.051539662,0.517379525,0.227023484,0.610038056,0.610038056,0.113913751,0.126126126,0.011700714,0.438794876,0.192540943,0.134615385,0.438794876,0.355932203,0.355932203,0.403846154,0.517379525,0.192540943,0.368421053,0.448,0.517379525,0.438794876,0.517379525,0.227023484,0.517379525,0.337349398,0.315621199,0.517379525,0.517379525,0.517379525,0.366013072,0.438794876,0.610038056,0.610038056,0.155555556,0.315621199,0.144329897,0.227023484,0.267681573,0.267681573,0.117457302,0.267681573,0.438794876,0.315621199,0.438794876,0.517379525,0.610038056,0.610038056,0.227023484,0.113913751,0.517379525,0.517379525,0.084485979,0.262172285,0.227023484,0.134615385,0.084485979,0.043711316,0.315621199,0.610038056,0.267681573,0.610038056,0.517379525,0.123022847,0.117457302,0.227023484,0.315621199,0.117457302,0.372146429,0.163295946,0.315621199,0.163295946,0.610038056,0.144329897,0.138492965,0.315621199
